Name,Min_CPU_Speed,Recommended_CPU_Speed,Min_GPU_Memory,Recommended_GPU_Memory,Min_RAM,Recommended_RAM,Min_OS,Recommended_OS,Min_Storage,Recommended_Storage,Release_Date
LOCO: Evolution,2,2.25,256,256,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,2 GB,3 GB,11/23/2011
Lineage2 : Goddess Of Destruction,,,,,0,0,0,0,0,0,11/30/2011
Archeblade,2.03,2.83,512,512,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2.5 GB,2.5 GB,3/29/2013
Lets Get Fiscal,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/15/2011
Science Girls,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/28/2009
SBK-09 Superbike World Championship,2.0335,,384,,1 GB,0,Windows Vista 32-bit,0,7 GB,0,5/29/2009
Saw: The Videogame,2.4,,256,,2 GB,0,0,0,12 GB,0,11/20/2009
Salvation,,,,,0,0,0,0,0,0,1/1/2009
Letters From Nowhere 2,1.1,,128,,1 GB,0,0,0,0MB,0,4/15/2011
Lego Universe: Crux Prime,2.5,,192,,1 GB,0,0,0,1 GB,0,2/8/2011
Sango 2,2.4,,64,,1 GB,0,0,0,3.5 GB,0,6/19/2009
Saints Row 2,1.9,2.65,384,416,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,15 GB,15 GB,1/30/2009
RunMan,,,,,0,0,0,0,0,0,10/1/2009
Runes of Magic,2.4,,128,,1 GB,0,0,0,3.5 GB,0,3/19/2009
Roogoo,2.5835,,256,,1 GB,0,0,0,0MB,0,6/12/2009
Angry Video Game Nerd Adventures,1.63,1.95,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/20/2013
Anno Online,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,5/14/2013
Lego Star Wars III: The Clone Wars,2,2.55,192,512,0MB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 GB,3/25/2011
Lego Pirates of the Caribbean: The Video Game,2.3,2.35,256,384,0MB,1 GB,Windows XP 32-bit,0,7 GB,1 GB,5/24/2011
Anodyne,1.415,1.83,0,64,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,0MB,0MB,2/4/2013
Lego Harry Potter: Years 5-7,1.95,2.75,384,640,1 GB,2 GB,Windows XP 32-bit,0,9 GB,9 GB,11/18/2011
Anomaly 2,2.35,3,896,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,5/15/2013
Legend of Fae,,,,,0,0,0,0,0,0,7/26/2011
Angry Birds: Star Wars 2,,,,,0,0,0,0,0,0,9/19/2013
Last Half of Darkness: Society of the Serpent Moon,1.415,2.93,96,192,0MB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,5/18/2011
Romance Of Rome,1.1,,128,,0MB,0,0,0,0MB,0,7/1/2009
Lair of the Evildoer,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,6/11/2011
Koya Rift,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/5/2011
LA Noire,2.35,3.15,512,1280,2 GB,8 GB,Windows XP 32-bit,Windows XP 64-bit,16 GB,16 GB,11/11/2011
Rogue Warrior,2.7,2.015,256,448,1 GB,2 GB,Windows XP 32-bit,Windows Vista 64-bit,4 GB,4 GB,12/1/2009
Sacra Boar,2.1,,384,,1 GB,0,0,0,0MB,0,11/6/2009
Another World - 20th Anniversary Edition,1.5,1.85,320,256,0MB,2 GB,Windows XP 32-bit,Windows XP 32-bit,3 GB,3 GB,4/4/2013
Rise of the Argonauts,2.365,,384,,2 GB,0,0,0,8 GB,0,2/6/2009
Risen,2.93,1.8,256,512,1 GB,2 GB,Windows XP 32-bit,0,2.5 GB,2.5 GB,10/2/2009
Riddick: Assault on Dark Athena,1.98,,416,,2 GB,0,0,0,12 GB,0,4/24/2009
Sacred 2: Fallen Angel: Ice & Blood,2.5,,512,,2 GB,0,0,0,20 GB,0,10/16/2009
Return to Mysterious Island 2,1.415,,96,,0MB,0,0,0,1 GB,0,6/9/2009
Angry Birds: Star Wars,1.9165,,128,,0MB,0,Windows XP 32-bit,0,0MB,0,11/8/2012
Rise of Flight,2.2,,256,,2 GB,0,0,0,6 GB,0,7/31/2009
Real Estate Empire 2,1.1,,64,,0MB,0,Windows XP 32-bit,0,0,0,12/31/2009
Restaurant Empire 2,1.83,,192,,0MB,0,0,0,2 GB,0,5/26/2009
Resident Evil 5,2.9,2.85,256,512,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,8 GB,8 GB,9/18/2009
Ancient Oracles 3 in 1 Bundle,,,,,0,0,0,0,0,0,8/24/2013
Anarchist,,,,,0,0,0,0,0,0,12/25/2013
Alien Spidy,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,3/20/2013
Amnesia: A Machine for Pigs,2.78,2.68,640,1024,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,5 GB,5 GB,9/10/2013
Aliens: Colonial Marines,1.95,2.465,256,1024,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,20 GB,20 GB,2/12/2013
Alien Rage,2.6,2.065,512,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,4 GB,4 GB,9/24/2013
Red Faction: Guerrilla,2.05,2.58,256,384,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,15 GB,15 GB,9/18/2009
King Arthur: Fallen Champions,2.365,,512,,2 GB,0,0,0,2 GB,0,9/16/2011
King Arthurs Gold,,,,,0,0,0,0,0,0,5/6/2011
King Arthur: The Druids,1.2,2.365,192,512,1.5 GB,2 GB,0,0,8 GB,8 GB,1/18/2011
Kings Bounty: Legions,,,,,0,0,0,0,0,0,5/25/2011
Konas Crate,1.83,,256,,0MB,0,0,0,0MB,0,10/5/2011
Kerbal Space Program,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,6/24/2011
Real Crimes: The Unicorn Killer,,,,,0,0,0,0,0,0,7/13/2009
Race On,1.5,,384,,2 GB,0,0,0,2.5 GB,0,11/12/2009
Railworks 2 Isle of Wight RailWorks Expansion Pack,2.4,,512,,1 GB,0,0,0,0MB,0,7/24/2009
Railworks 2 Class 37 Diesel Locomotive Add-on Pack,2.4,,512,,1 GB,0,0,0,0MB,0,11/13/2009
Kansei,1.5,,64,,0MB,0,Windows XP 32-bit,0,1 GB,0,7/11/2011
Air Conflicts: Vietnam,2.2,3.35,640,896,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,5 GB,5 GB,10/2/2013
Raven Squad: Operation Hidden Dagger,3,,384,,1 GB,0,0,0,5 GB,0,8/26/2009
Rappelz,2.5665,,256,,1 GB,0,0,0,4 GB,0,5/19/2009
Railworks 2 Class 08 Diesel Shunter,2.4,,512,,1 GB,0,0,0,0MB,0,7/24/2009
Akaneiro: Demon Hunters,1.63,2.03,320,256,1 GB,1 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,4 GB,2/2/2013
Aion: Dark Betrayal,2.2,3.015,256,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,6/26/2013
Kenshi,2.93,3.7,2048,2560,6 GB,16 GB,Windows XP 64-bit,Windows 7 64-bit,14 GB,14 GB,12/6/2018
Aion: Upheaval,2.2,3.015,256,512,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,6/26/2013
Age of Wulin,2.93,2.415,512,384,2 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,15 GB,15 GB,2/1/2013
Age Of Wushu,1.93,2.03,192,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,10 GB,10 GB,4/23/2013
Jurassic Park: The Game - Part 1,1.665,1.85,128,256,2 GB,3 GB,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 GB,11/15/2011
Juliettes Fashion Empire,1.1,,128,,0MB,0,0,0,0MB,0,10/12/2011
Age of Empires II: The Forgotten,1.25,1.75,256,320,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,2 GB,2 GB,11/7/2013
Jamestown: Legend of the Lost Colony,1.2,,192,,0MB,0,0,0,0MB,0,6/8/2011
John Deere: Drive Green,,,,,0,0,0,0,0,0,4/21/2011
Island Tribe,1.6,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,1/26/2011
Island Tribe 2,1.6,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,6/20/2011
Quantz,1.315,,256,,0MB,0,0,0,0MB,0,9/3/2009
Puzzle Quest: Galactrix,2.8,,192,,1 GB,0,0,0,0MB,0,3/13/2009
Quake Live,1.465,,128,,0MB,0,0,0,0MB,0,2/24/2009
Puzzle Kingdoms,1.7,,192,,0MB,0,0,0,0MB,0,5/5/2009
Age Of Empires II: HD,1.25,1.75,256,320,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,2 GB,2 GB,4/9/2013
Iris Online,2,2.6665,128,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,5/20/2011
Insider Tales: The Stolen Venus,1.5,,48,,0MB,0,Windows XP 32-bit,0,0MB,0,2/18/2011
Purble Place,,,,,0,0,0,0,0,0,7/22/2009
Island Tribe 3,1.6,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,12/21/2011
Adventure Time: Explore the Dungeon Because I DONT KNOW!,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,11/15/2013
Adventure Park,1.5,2.7,256,768,1 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,11/8/2013
Aces Wild: Manic Brawling Action,2.05,,320,,0MB,0,Windows XP 32-bit,0,0MB,0,8/8/2013
Aerena - Class of Champions,1.58,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/17/2013
Abandoned,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,6/19/2013
Insane 2,1.95,2.83,384,768,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,10/6/2011
inMomentum,2.1815,,512,,2 GB,0,Windows XP 32-bit,0,1 GB,0,10/31/2011
Infinity Danger,1.83,2.5835,128,512,1 GB,1.5 GB,Windows XP 32-bit,Windows Vista 32-bit,0MB,0MB,3/22/2011
Aarklash: Legacy,2.35,2.465,384,704,2 GB,3 GB,Windows XP 32-bit,Windows 7 64-bit,4 GB,4 GB,9/12/2013
Inside A Star-Filled Sky,2.03,,0,,1 GB,0,Windows XP 32-bit,0,0MB,0,5/14/2011
Influence,1.9,2.83,512,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,1/13/2011
Ignite,2.5835,,448,,0MB,0,0,0,1 GB,0,10/21/2011
PT Boats: Knights of the Sea,2.63,,640,,2 GB,0,Windows Vista 32-bit,0,2 GB,0,12/25/2009
Age Of Decadence,2.1915,2.5,128,768,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,1.5 GB,2 GB,11/14/2013
Prototype,2.5,2.33,256,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 GB,6/12/2009
inFamous 2,,,,,0,0,0,0,0,0,6/10/2011
IL-2 Sturmovik: Cliffs of Dover,2.83,,1024,,4 GB,0,0,0,10 GB,0,3/31/2011
IHF Handball Challenge 12,2.05,2.5,384,1024,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1.5 GB,1.5 GB,10/28/2011
Pro Evolution Soccer 2010,2.075,2.05,128,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 GB,10/23/2009
Priston Tale 2: The 2nd Engima,1.83,,128,,1 GB,0,0,0,4 GB,0,4/1/2009
Pro Cycling Manager 2009,,,,,0,0,0,0,0,0,7/3/2009
Police: Destruction Street,,,,,0,0,0,0,0,0,5/22/2009
Point Blank,2.4585,,128,,1 GB,0,0,0,1 GB,0,6/1/2009
Plants vs Zombies,1.415,,192,,0MB,0,0,0,0MB,0,5/5/2009
ICC Cricket World Cup 2011,,,,,0,0,0,0,0,0,2/1/2011
7 Grand Steps,1.1,,64,,1 GB,0,Windows XP 32-bit,0,0MB,0,6/8/2013
Hunter Blade Online,2.5,3.05,128,384,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,4 GB,6/30/2011
99 Spirits,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/31/2013
Hydrophobia Prophecy,2.515,,640,,2 GB,0,0,0,8 GB,0,5/9/2011
Planet 51,,,,,0,0,0,0,0,0,11/30/2009
Hunted: The Demons Forge,2.1,2.95,512,1024,2 GB,3 GB,Windows XP 32-bit,Windows Vista 32-bit,12 GB,12 GB,6/3/2011
7 Days To Die,2.5,3.2,768,2048,4 GB,6 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,3 GB,12/13/2013
Hyperspace Pinball,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,8/23/2011
A Valley Without Wind 2,1.5,1.95,256,256,2 GB,4 GB,Windows XP 32-bit,Windows Vista 64-bit,1 GB,1 GB,2/18/2013
Plan It Green,1.83,,160,,0MB,0,0,0,0MB,0,5/7/2009
Pixeljunk Shooter,1.75,2.35,320,640,2 GB,4 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,11/11/2013
Hoyle Slots 2012,,,,,0,0,0,0,0,0,7/8/2011
Hoyle Puzzle and Board 2012,,,,,0,0,0,0,0,0,7/8/2011
Perimeter 2: New Earth,1.83,,256,,1 GB,0,0,0,8 GB,0,2/13/2009
Particle,1.365,,32,,0MB,0,0,0,1 GB,0,9/18/2009
Peggle World Of Warcraft Edition,,,,,0,0,0,0,0,0,7/1/2009
2 Planets Fire and Ice,,,,,0,0,0,0,0,0,10/17/2013
Penumbra Collectors Pack,1.83,,192,,0MB,0,0,0,1 GB,0,3/6/2009
140,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/16/2013
6180 the moon,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,3/9/2013
12 Labours of Hercules,,,,,0,0,0,0,0,0,10/31/2013
100% Orange Juice,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,9/10/2013
A Pirates Legend,1.5,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,3/1/2013
"10,000,000",1.1,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,1/15/2013
Hoyle Card Games 2012,,,,,0,0,0,0,0,0,7/8/2011
Hoard: Flame-Broiled SANDwich,2,,1152,,2 GB,0,Windows XP 32-bit,0,0MB,0,9/21/2011
Homefront: The Rock,2.2,,704,,2 GB,0,0,0,1 GB,0,3/18/2011
Homefront: Fire Sale Map,2.3,,704,,2 GB,0,0,0,1 GB,0,7/14/2011
Hoyle Casino Games 2012,,,,,0,0,0,0,0,0,7/8/2011
Homefront,2.6,2.165,256,704,2 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,10 GB,10 GB,3/18/2011
Hoard,2,,1152,,2 GB,0,Windows XP 32-bit,0,0MB,0,4/4/2011
Order of War,2.95,,512,,2 GB,0,0,0,10 GB,0,9/18/2009
Hoard: Dynamite Roll!,2,,1152,,2 GB,0,Windows XP 32-bit,0,0MB,0,8/16/2011
Painkiller Resurrection,2.6,,384,,1 GB,0,0,0,2 GB,0,10/27/2009
Operation Flashpoint: Dragon Rising,2.4,2.3,256,512,1 GB,2 GB,Windows XP 32-bit,0,8 GB,8 GB,10/9/2009
Overlord 2,2.65,1.86,384,384,2 GB,2 GB,Windows XP 32-bit,0,1.5 GB,1.5 GB,6/26/2009
Osmos,1.215,,96,,0MB,0,0,0,0MB,0,8/18/2009
Orchard,1.2,,48,,0,0,0,0,0,0,1/26/2009
Operation Barbarossa: The Struggle for Russia,2.1165,,192,,1 GB,0,0,0,0MB,0,9/9/2009
Hellgate: Resurrection,2.5,,128,,2 GB,0,0,0,8 GB,0,8/23/2011
1 2 3 KICK IT! (Drop That Beat Like an Ugly Baby),2.13,2.9,256,512,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,3/20/2013
Heros Journey,,,,,0,0,0,0,0,0,1/10/2011
Heroes of Might and Magic VI,2.3,2.465,384,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,8 GB,8 GB,10/13/2011
Out of the Park 10,2.115,,256,,1 GB,0,0,0,1 GB,0,6/2/2009
Hector: Badge of Carnage Ep 2: Senseless Acts of Justice,2.5,,192,,1 GB,0,0,0,1.5 GB,0,8/25/2011
Hearts of Iron III: Mega German Spritepack,2.2,1.93,256,384,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,0MB,0MB,8/23/2011
Online Dragon Ball,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,5/31/2009
Omerta 3.0,1.415,,96,,0MB,0,0,0,0MB,0,7/8/2009
Hector: Badge of Carnage Ep 1: We Negotiate With Terrorists,2.5,,192,,1 GB,0,0,0,1.5 GB,0,4/27/2011
Heavy Fire: Afghanistan,2.65,,256,,1.5 GB,0,0,0,7 GB,0,11/8/2011
Officers,2.6,,256,,0MB,0,0,0,2.5 GB,0,5/27/2009
Operation 7,1.315,,128,,0MB,0,0,0,2 GB,0,4/1/2009
Night Watcher,1.63,1.85,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 GB,1/1/2009
Night at the Museum: Battle of the Smithsonian The Game,,,,,0,0,0,0,0,0,5/5/2009
Hearts of Iron III: For the Motherland,2.2,1.93,256,384,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,2 GB,2 GB,6/28/2011
Hamiltons Great Adventure: Retro Fever,2.9,,448,,1 GB,0,0,0,0MB,0,10/10/2011
Ninja Gaiden Sigma 2,2.65,2.9,2048,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,6/10/2021
Ninja Blade,2.6,,320,,1 GB,0,0,0,5 GB,0,11/20/2009
Harry Potter and the Deathly Hallows Part 2,2.3665,2.415,384,768,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,7 GB,7 GB,7/14/2011
Hamiltons Great Adventure,2.35,,448,,1 GB,0,0,0,1 GB,0,5/31/2011
Hard Reset,2.365,2.415,448,512,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,4 GB,9/13/2011
Hacker Evolution Duality,1.1,,128,,1 GB,0,0,0,0MB,0,7/31/2011
Guerrilla Bob,1.1,1.83,96,256,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,4/13/2011
Guardians of Graxia: Elves and Dwarves,2.9,,384,,1 GB,0,0,0,0MB,0,2/1/2011
New Star Soccer 2010,1.665,,256,,1 GB,0,0,0,1 GB,0,12/6/2009
NosTale,0.4,1.065,48,64,0MB,0MB,Windows 2000,Windows XP 32-bit,3 GB,4 GB,1/1/2009
Neverwinter Nights 2: Mysteries of Westgate,2.33,,384,,2 GB,0,0,0,8 GB,0,3/16/2009
Neotokyo,1.63,1.85,320,640,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,4 GB,7/3/2009
NecroVision,2.2,,416,,2 GB,0,0,0,8 GB,0,2/20/2009
GT Power Expansion,2.2,2.5835,256,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,5 GB,4/1/2011
Need for Speed: Shift,1.85,2.3,256,768,1 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 GB,9/18/2009
gShift,1.1,,128,,0MB,0,0,0,0MB,0,11/1/2011
Ground Control Simulator,1.1,1.83,256,256,0MB,1 GB,Windows 2000,Windows XP 32-bit,0MB,0MB,10/6/2011
Green Grappler,1.5,,64,,0MB,0,Windows XP 32-bit,0,1 GB,0,7/24/2011
Green Valley: Fun on the Farm,1.5,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,4/12/2011
Gray Matter,2.5,,384,,2 GB,0,0,0,5.5 GB,0,2/25/2011
Gratuitous Space Battles The Parasites,1.415,1.75,192,128,2 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/19/2011
NBA 2K10,2.4,,256,,1.5 GB,0,0,0,11 GB,0,10/12/2009
Nancy Drew: Warnings at Waverly Academy,2.5835,,192,,1 GB,0,0,0,1 GB,0,10/13/2009
Nation Red,2.2,,192,,0MB,0,0,0,0MB,0,8/28/2009
Nancy Drew: Ransom of the Seven Ships,2.5835,,192,,1 GB,0,0,0,1 GB,0,7/22/2009
Myth War II,1.415,,32,,0MB,0,0,0,1.25 GB,0,1/1/2009
Mystery Case Files: Dire Grove,1.58,,128,,1 GB,0,Windows XP 32-bit,0,2 GB,0,11/25/2009
Grotesque Tactics 2: Dungeons & Donuts,2.35,2.7,192,256,2 GB,2 GB,Windows XP 32-bit,0,1 GB,1 GB,11/22/2011
Gothic 4: Fall of Setarrif,2.8,2.4,512,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,9 GB,9 GB,10/25/2011
Golden Trails 2: The Lost Legacy,,,,,0,0,0,0,0,0,8/5/2011
Gods and Heroes: Rome Rising,2.08,,768,,4 GB,0,0,0,20 GB,0,6/24/2011
Go Go Nippon - My First Trip To Japan,1.43,1.8,0,640,0MB,0MB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,9/30/2011
Glowfish,,,,,0,0,0,0,0,0,9/30/2011
Global Ops: Commando Libya,2.35,3.23,128,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 GB,9/20/2011
Monsters vs Aliens,,,,,0,0,0,0,0,0,3/27/2009
Monkey Island: Special Edition,2.7,,128,,0MB,0,0,0,2.5 GB,0,7/15/2009
MMA Pro Fighter,,,,,0,0,0,0,0,0,12/22/2009
Gemini Rue,,,,,0,0,0,0,0,0,2/12/2011
MLB Front Office Manager,2.5835,,192,,1 GB,0,0,0,4.5 GB,0,1/26/2009
Mini Ninjas,2.115,,512,,1.5 GB,0,0,0,6 GB,0,9/11/2009
Mirrors Edge,2.7,2.15,384,512,1 GB,2 GB,Windows XP 32-bit,Windows Vista 32-bit,8 GB,8 GB,1/16/2009
Girl With a Heart of,1.83,,256,,2 GB,0,Windows XP 32-bit,0,0MB,0,11/17/2011
Ghostbusters: Sanctum of Slime,1.95,,256,,2 GB,0,0,0,0MB,0,3/23/2011
GeneRally2011,,,,,0,0,0,0,0,0,5/2/2011
Gears of War 3,,,,,0,0,0,0,0,0,9/20/2011
Gary Grigsbys War in the East,1.665,,256,,2 GB,0,0,0,1.5 GB,0,12/7/2011
Gatling Gears,2.7,,640,,1 GB,0,0,0,3.5 GB,0,7/30/2011
Minesweeper,,,,,0,0,0,0,0,0,7/22/2009
Millennium: A New Hope,,,,,0,0,0,0,0,0,9/21/2009
Mercenary Wars,2.1165,,64,,0MB,0,0,0,2 GB,0,9/30/2009
Men of War - Red Tide,2.265,,256,,2 GB,0,0,0,5 GB,0,11/2/2009
Men of war,2.265,,256,,1 GB,0,0,0,4 GB,0,2/27/2009
Frozen Synapse,1.5,,64,,0MB,0,Windows XP 32-bit,0,0MB,0,5/26/2011
Garshasp: The Monster Slayer,2.18,,512,,1.5 GB,0,0,0,3.5 GB,0,5/9/2011
Millennium 2: Take Me Higher,,,,,0,0,0,0,0,0,12/20/2009
Metal Drift,1.63,,192,,1 GB,0,0,0,0MB,0,10/22/2009
Fortix 2,1.515,,128,,0MB,0,0,0,0MB,0,5/6/2011
Mass Effect: Pinnacle Station,,,,,0,0,0,0,0,0,8/25/2009
From Dust,2.08,2.83,384,512,1 GB,3 GB,Windows XP 32-bit,Windows XP 32-bit,4 GB,4 GB,8/17/2011
Major League Baseball 2K9,,,,,0,0,0,0,0,0,3/3/2009
Majesty 2: The Fantasy Kingdom Sim,2.05,,768,,2 GB,0,0,0,4 GB,0,9/18/2009
Manhunt 2,1.615,,128,,1 GB,0,0,0,4 GB,0,11/6/2009
Forge Of Empires,,,,,0,0,0,0,0,0,12/1/2011
Flughafen Feuerwehr-Simulator,1.83,,128,,2 GB,0,Windows XP 32-bit,0,2 GB,0,9/23/2011
Football Manager 2012,1.8,,320,,1 GB,0,0,0,2 GB,0,10/21/2011
Flower Shop: Summer in Fairbrook,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,10/27/2011
Flight for Fight,1.1,,48,,0MB,0,0,0,0MB,0,6/12/2011
Mahjong Titans,,,,,0,0,0,0,0,0,7/22/2009
FishVille,,,,,0,0,0,0,0,0,6/1/2011
Magic World Online,1.1,1.1,128,128,0MB,0MB,Windows 2000,Windows Vista 32-bit,5 GB,5 GB,4/18/2009
First Templar,2.35,,512,,2 GB,0,0,0,5 GB,0,5/12/2011
Fishdom H2O: Hidden Odyssey,,,,,0,0,0,0,0,0,4/11/2011
Luna Online,1.8,,256,,0MB,0,0,0,4 GB,0,6/30/2009
Lucidity,2.9,,192,,0MB,0,0,0,1 GB,0,10/7/2009
Fifa Manager 12,2.0335,2.2,128,128,1 GB,1.5 GB,Windows XP 32-bit,Windows 7 64-bit,8 GB,8 GB,10/21/2011
Lost Saga,1.1,1.83,64,128,0MB,0MB,Windows 2000,Windows XP 32-bit,0MB,0MB,11/17/2009
FIM Speedway Grand Prix 4,1.83,,192,,2 GB,0,0,0,4 GB,0,9/30/2011
Fill Up!,1.5,2.5835,128,256,0MB,0MB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,7/28/2011
FlatOut 3 - Chaos Destruction,2.05,2.4,256,2560,2 GB,4 GB,Windows XP 32-bit,Windows 7 32-bit,16 GB,20 GB,12/13/2011
Field of Glory: Decline and Fall,,,,,0,0,0,0,0,0,11/14/2011
Machinarium,1.665,,256,,0MB,0,0,0,0MB,0,10/16/2009
FIFA 2012,1.75,2.65,256,448,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 GB,9/30/2011
Field of Glory - Eternal Empire,,,,,0,0,0,0,0,0,8/18/2011
FATE: The Cursed King,,,,,0,0,0,0,0,0,5/10/2011
Leisure Suit Larry: Box Office Bust,,,,,0,0,0,0,0,0,3/31/2009
Line Rider - Freestyle,2.4,,96,,0MB,0,0,0,2 GB,0,5/22/2009
Lego Star Wars: The Complete Saga,2.3,2.8,256,384,0MB,1 GB,Windows XP 32-bit,Windows XP 32-bit,7 GB,7 GB,10/13/2009
Fate of the World: Tipping Point,1.63,2.2,320,768,1 GB,2 GB,Windows XP 32-bit,0,1 GB,1 GB,9/29/2011
Lego: Indiana Jones 2 - The Adventure Continues,2.7,,256,,0MB,0,0,0,1 GB,0,11/20/2009
Fate of the World Denial DLC,1.63,2.2,320,768,1 GB,2 GB,Windows XP 32-bit,0,1 GB,0MB,9/29/2011
Fate of the Pharaoh,1.415,,192,,0MB,0,0,0,0MB,0,8/31/2011
Fate of the World Migration DLC,1.63,2.2,320,768,1 GB,2 GB,Windows XP 32-bit,0,0MB,0MB,9/29/2011
Fate of the World Extras Pack DLC,1.63,2.2,320,768,1 GB,2 GB,Windows XP 32-bit,0,0MB,0MB,9/29/2011
